position,trap,cell_label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282
htb2mCherry_005,61,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_005,62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_005,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_005,65,1,1.0,0.6606975184729013,0.525277015423942,0.36688166669636957,0.18764343186952312,0.04450691575502464,-0.07143957935306022,-0.20359130818679272,-0.2822634429875891,-0.31903548594391645,-0.3108945805667432,-0.24493571096092132,-0.11813930037131454,-0.04901989243708174,0.0748172607268859,0.14269376610561452,0.20356063453668163,0.18497736680912907,0.1612512119269502,0.11503844629163082,0.07123348751279286,0.01688410932246103,-0.07811136323071091,-0.16620435196613834,-0.20733385770026144,-0.3036010693793733,-0.24292344279988703,-0.2371088797525413,-0.2048223054935661,-0.13758424095334948,-0.09266993855140084,0.003081189106199918,0.08191302117624122,0.16975530393161373,0.16178622767483028,0.1764349232711023,0.1849671999889562,0.0970751399314397,0.04751546025002102,0.0014567526194731433,-0.11876981956361474,-0.20006236829340043,-0.23798411034296432,-0.3335410365778612,-0.3565836648540531,-0.292019928453046,-0.24722960784945028,-0.14327086369961736,-0.07716365806994113,0.011644694509154466,0.09520535059369695,0.10485127309145408,0.0903097766181295,0.08490731205162584,0.004368092559835025,0.010939959524574706,-0.06428877283694549,-0.160461584682047,-0.22743712406959407,-0.20256227486472905,-0.22637394649920276,-0.17008099801276433,-0.12648573731562696,-0.05752537695157911,-0.002830842679198675,0.09352930982558415,0.1931810342569354,0.24026785219477367,0.28121212733899226,0.2933548478370949,0.2477680663196058,0.25207006372067337,0.1602839664731128,0.15311132168672198,0.07205342768237698,0.08079762968140218,-0.01619337292225115,-0.060533261862845765,-0.051269324344545855,-0.0705355330244673,-0.08808523424005103,-0.020819655500826085,0.03893971131564684,0.13011649015375484,0.17531483634439693,0.16956838984004965,0.19684233074504015,0.2391116599729542,0.19401977700479095,0.15526004231937857,0.05482039638492814,-0.019954800556787423,-0.08205154414989237,-0.13744584886765585,-0.16706192733557024,-0.15867412662433647,-0.19405921138352922,-0.09495375028622643,-0.08065872250559275,0.00536175542744322,0.03837643551212732,0.06669143784814384,0.0708317818885283,0.01209824037544967,0.044772960159877334,0.07061106940922736,0.03506288124662861,0.033133991235376636,0.007339427137434266,-0.021134669909229534,-0.03235781719670271,-0.025499481749997346,-0.050009916588349766,-0.05116403424098946,0.013907358469146433,-0.007778938767057309,-0.019568088113449063,-0.023731447326319006,-0.05280383600467629,-0.061761614462495736,0.016730422619410667,0.02046220794426186,0.009286023336798049,0.06946360720445972,0.02712467657307927,0.059601879688168845,0.06175917627864457,-0.033584967712525844,0.006596487488200852,-0.10085636552075232,-0.1925246299370091,-0.21775754941572176,-0.27609984096915996,-0.3178692048780397,-0.2755363706111337,-0.23358023024709298,-0.1695583182305227,-0.07287962293067234,-0.03197830019716692,0.011148518417816899,0.10351289726747577,0.11126123492401266,0.132983404847294,0.15577675742121588,0.1670311215119156,0.040336650884338354,0.053593844747621765,0.06945772881770713,0.046545271293280926,0.04803667079535465,0.047479661474002594,-0.04634378938764829,0.005848048307151078,0.028506397516660464,0.029843054036945774,0.01814219396764613,0.08814216475113197,0.05507050613720989,0.029885704402306056,0.03773582328656873,0.016973533969766304,0.027184856654862793,-0.020272736438000732,-0.04549809906197271,-0.048064121414751,-0.06206048634614455,-0.09062189855260737,-0.0988327817519086,-0.11585403173695863,-0.16145028464364128,-0.020157096912192377,-0.07764336639168476,-0.02582924698534241,0.10565641395895652,0.10877783190186108,0.22241138996139917,0.30404989848922714,0.3043259440201579,0.21635938763963833,0.19044104673032036,0.0968654827219015,0.11845795392539347,0.04578818889947567,0.015572710072138549,-0.023871855456109498,-0.08740864585182234,-0.11498615680472982,-0.0873335279873559,-0.06572951837540043,0.04011270508187495,0.0017042230598222831,-0.001603114434155878,-0.035404977867296544,-0.07085035296893831,0.006952640292239442,0.039725508430850105,0.10434763440472433,0.08975230098181544,0.05324829929932485,0.1147303358328753,-0.03202515397922266,-0.04904642206749553,-0.08953894793014436,-0.07552747001913217,-0.1796087307057015,-0.16250351454170972,-0.16260025220408209,-0.1704698658513521,-0.16111409585737207,-0.05484446213321999,0.058954290276486444,0.16733193631235363,0.2422607133361004,0.20380217628488922,0.2103113897947873,0.27709858855387776,0.2138311205334929,0.14875399200215159,0.008817077096425785,-0.10865133205762843,-0.2079546911257583,-0.26869656656254004,-0.21279930084397364,-0.16083672034146346,-0.20434516494530655,-0.17790226665154898,-0.10834722967912402,-0.10504333967495691,-0.14138964446445004,-0.21568308393772426,-0.22259645282227575,-0.17925646621999114,-0.08205661097876735,-0.12031187357289434,-0.09705925369564061,-0.10586352360238334,0.042232165256943954,0.14152067384869765,0.19271646732938463,0.25357076736959816,0.31587046020029264,0.37185301532578746,0.2850593538834706,0.26363213697766497,0.21372022647446065,0.1264215661246768,-0.03392068480173648,-0.11564892351134334,-0.10626695458123811,-0.24703784339134563,-0.2740143970186922,-0.33234470056490945,-0.16393464186419446,-0.29960192184239265,-0.2357320894738562,-0.2873574194873514,-0.17403452406546302,-0.16609008813383314,-0.11420186881321448,-0.110176494640902,-0.00812083422668283,0.05614600919622745,0.2249086322224548,0.2961842009482472,0.36952474510785477,0.49928948972490167,0.44639229339010056,0.41059204092486246,0.2157091489361444,0.06827082549986355,-0.07525829729806105,-0.19463364355380308,-0.014724780713919208,0.1001497052679399,0.09101419021690077,-0.43334859126740094,-0.41559690596616716,-0.44949821370835824,0.1707926885172515,0.03290810227449002,0.21429716498994084,-0.030948574711694366,-0.00798588446114087
htb2mCherry_005,67,1,1.0,0.6521298568679802,0.5067499928710628,0.364624789071717,0.16808358572630305,0.0002560916977171376,-0.17778644905631977,-0.2808591652214844,-0.35569402075670115,-0.41330287500972757,-0.44261465255018545,-0.41301505000591054,-0.3821823990976097,-0.30799016312555955,-0.18874993110529992,-0.021331918457337663,0.1012743260411333,0.1461082596447949,0.22204923409166907,0.25929871448483455,0.22605840691953072,0.2363141154498788,0.17906459139604922,0.12313967945280793,0.059123005747766966,-0.062355485286619924,-0.12450757181185335,-0.17673818457708065,-0.18194210612615103,-0.19840577778164928,-0.21715085055772626,-0.1427612728423682,-0.08893675824418962,-0.0030391103068560174,0.09761885065736854,0.11785314130072579,0.20300074482277425,0.2455357358474401,0.29271839491721957,0.25817214265555916,0.22378674651050054,0.09141188774442495,-0.01640866007971222,-0.10369753142230363,-0.2126156516938663,-0.2673764813327822,-0.31097992150566006,-0.30185992128148975,-0.3139688194331962,-0.25434059988421265,-0.16146201723300302,-0.14627256981161352,-0.09128982981784196,-0.03107959158583525,0.08968681087568646,0.1507984190867764,0.23062180103735255,0.22540921807696118,0.23350226431077747,0.22512463280066392,0.19542013413964363,0.21692196759857596,0.13155609383331707,0.04935121622130618,0.051144441347346616,-0.015583359437904355,-0.044377408776971626,-0.09622362072021799,-0.10208969559957354,-0.11132076247322045,-0.12170571733247743,-0.08761302135339921,-0.02608162354464866,0.014533103836568612,0.02955433290560138,0.13534945675537807,0.154424051227707,0.2024780220787907,0.1763108649385915,0.12853356475994643,0.06761737938138769,-0.0559131327469581,-0.14730652880297707,-0.1512614347273379,-0.2025463601848276,-0.24950134617394612,-0.2978297192560312,-0.23313137634291473,-0.16525894576494157,-0.09862572386472092,-0.028467528927353252,-0.0010472870201280492,0.09388993947967489,0.12464605423200203,0.20586504186008847,0.2628041367918604,0.2688504050741173,0.2384973108741523,0.2638788148771356,0.202141879810113,0.14255789445441444,0.04359558854871686,-0.06893718074849817,-0.13541570655498078,-0.14458973976223988,-0.18376509230346438,-0.2670689279402254,-0.31431834077614235,-0.35774150114870756,-0.3547062979663418,-0.28467737173496743,-0.13374364321240031,-0.08816672437867845,0.03787552145811226,0.14668955644740175,0.2158845665192227,0.2047899972635346,0.24351743476050966,0.17196206954562768,0.15248767162582388,0.11487804691901463,0.027577706284930448,0.0019383549312523677,-0.03914645875837799,-0.11098723681240144,-0.1398873146679433,-0.11785538893178223,-0.055407057899888854,-0.03358300456677819,0.040255963921301735,0.09214129298554821,0.10529881671874523,0.17640856073891464,0.18436088339678347,0.20092049425309236,0.14616704590513288,0.09310724972041753,0.060420146624702076,0.019952335149799334,-0.009265780675660834,-0.12226734174722809,-0.1319808103801909,-0.18953641925289022,-0.20562430149575245,-0.23272479311639022,-0.21007541171189775,-0.24693548913323216,-0.22878799591751176,-0.05504777041188311,-0.03528791411510047,0.09214390787215589,0.20139454160475997,0.2676377589497786,0.3262888784628036,0.28400720359557385,0.30239809436710946,0.232331094771227,0.13069962771804117,-0.020110249039759408,-0.11399736839042875,-0.13701171180660301,-0.2032643290810186,-0.27491533946065466,-0.27044843464909635,-0.2391908092683717,-0.09033930845104611,-0.003543353215632213,0.08582811842233756,0.12139929317065107,0.1534704464773358,0.2269965628696196,0.2331248738813716,0.22212138569846612,0.2451128598848587,0.1512518274709943,0.04194384381843032,-0.04121259218799339,-0.1504426536431619,-0.3179310985897056,-0.31833536371165855,-0.37764945420151114,-0.3474867413024181,-0.32658250258348454,-0.26858306617804695,-0.16804483906439402,-0.11078692270045899,-0.001029680775880275,0.07896398445986894,0.34113766497115466,0.46069235568573036,0.443849754326766,0.487942797425919,0.43171416664811746,0.3618701642154731,0.23229365421285703,0.0822273143932708,-0.10075003604780805,-0.22664240191033005,-0.30002936887064724,-0.3484335069719296,-0.37625521879780316,-0.40048627190762354,-0.3086008404390124,-0.1755554007732138,-0.1140562504944054,0.005928725458347235,0.10407868624957903,0.1772392029845619,0.21851618652449808,0.3266085718045137,0.299803187788026,0.31759285288834016,0.35499067957682,0.1780183570062705,0.04634463494849574,-0.14929168105112317,-0.25191841086440014,-0.22216161366229492,-0.39896301938202466,-0.3559824612420725,-0.24525694214345747,-0.19219582812711175,-0.10229031489760206,-0.08109347454622322,0.0013133760245785857,0.017288088954086275,0.0542341926913458,0.2610837990379373,0.3265341791092624,0.309200711201978,0.3463781303970256,0.34397941831603407,0.2915662664099738,0.15647359257373647,0.0294106142632474,-0.044420037690467255,-0.20896113239792452,-0.26621854627474845,-0.28137702963497324,-0.4066343433850649,-0.294103214260344,-0.21538836352760832,-0.22317714246486672,-0.014991559550877666,-0.03021541921056543,0.16332987682866618,0.18199255271960943,0.02767891347087711,0.13145918134742862,0.10109935774399169,0.1579386565725936,0.11103202876067413,0.046183165116800415,0.03282156053570912,-0.12345767475507749,-0.13903212761873532,-0.23899440632469057,-0.18344326824522816,-0.14836385728135915,-0.15251993084592771,-0.12405969494483086,0.03330185384895546,-0.07657387886743805,-0.14292172295540587,-0.03923463927124455,-0.07409904237124745,0.002517139424128361,0.0973792005535374,0.05339600588171719,-0.04840911588859293,0.24723748624857556,0.11518191043060395,0.16077650092674023,-0.21027279402447482,-0.27874647881168957,-0.7328617077662356,-0.999869729851149,-0.7751220968023981,-0.6545958037358249,-0.727142326571536,-0.47704111361866314,0.1188764259129914,-0.0055206005729200956
htb2mCherry_005,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_005,72,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_005,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_005,77,1,1.0,0.7984589289379552,0.6520407700167783,0.4876419430427743,0.3219496868302692,0.1271352099784235,-0.07966569629447616,-0.24279151765842805,-0.38966213396692484,-0.46272148660882406,-0.5336527228591541,-0.5181432445224012,-0.46611804909699994,-0.3702997780832397,-0.23194881203647355,-0.09168581522391997,0.0440633820896426,0.15099207508077847,0.2504718574574992,0.309646118990556,0.3390138969660279,0.34564443880856843,0.26710037981121,0.16839620851332318,0.06198267759344574,-0.03983476824200535,-0.14404768825854183,-0.24620401780663045,-0.34562114250802445,-0.40026386189482166,-0.411458338003067,-0.3859703962947077,-0.3269180210048752,-0.23798579585195054,-0.12367570935151598,-0.01938615281136053,0.07658019910718579,0.14413077445206285,0.2189729792931641,0.28617113473123973,0.28575111186747243,0.25148373444755623,0.2284645108392776,0.13604159388893902,0.052740562942177265,-0.048418455677275346,-0.12021321702987445,-0.22734285293440465,-0.2596151953897518,-0.2861794253474402,-0.3067524190244858,-0.3094606507975146,-0.25436204349532626,-0.1392793784510933,-0.01907025564217663,0.11232138096340398,0.2027161958039196,0.31884097798527933,0.3884122975296958,0.3967906390771854,0.36916705205285816,0.33042696793274035,0.2667109990796918,0.21025385407286398,0.1205172114081673,0.010342802746691828,-0.09625709326053161,-0.16659011912828572,-0.21494863310386939,-0.23246958719283572,-0.2526272275639558,-0.25041019438681367,-0.2081009348023025,-0.12528000197658534,-0.04214560168459024,0.0335453395020348,0.11516666304322967,0.14038040122463752,0.1709693966380531,0.19720130600572472,0.1847558511454318,0.153667631806573,0.11091820440196991,0.06618166686857226,-0.005704541161942411,-0.10457959141524331,-0.2218974692669758,-0.2871369751887807,-0.26862638273387784,-0.25710928487440193,-0.21441667097224734,-0.2017032175428196,-0.12643870507624208,-0.06796209953372352,0.05769274382423647,0.11450909428137736,0.22537171333175846,0.29590333882365194,0.30089409960082186,0.30860176147631685,0.25091128474935265,0.21081295601127062,0.09620681348112414,0.02470224229968953,-0.07548510217267163,-0.15790750370117365,-0.2535722683921847,-0.3249963306581686,-0.3420937992733422,-0.3188755994954382,-0.30171974579486144,-0.247835722207403,-0.1515182315228215,-0.03985558006279442,0.07553898395213571,0.16373588304857345,0.21055318211409477,0.27309247664953124,0.3260116190007927,0.30575430876785986,0.25602587263543986,0.2180978283269721,0.1830302916343289,0.127342086872002,0.03827269736751244,-0.05530224774184654,-0.13159821618438466,-0.2159002308954411,-0.23990214513304384,-0.2806570681322155,-0.25612249672179443,-0.23158727743369237,-0.17081085887956557,-0.12339616215503688,-0.05400364943207993,0.04692292184135454,0.11887741249423706,0.14630723445692534,0.21017373568795827,0.24973283854784684,0.24615780429983913,0.2084010275362496,0.14561343366085733,0.11336115992396277,0.01391032402768745,-0.0340843890258165,-0.0815481290811396,-0.06566167830564602,-0.08391867137045265,-0.07740214907647065,-0.07313199503538388,-0.009981801920316422,0.054194909432738296,0.09139114985821153,0.1281038345546785,0.14525164772993993,0.15690402877086698,0.18515059572190606,0.15667293449391054,0.09687012913730506,-0.01046358832408257,-0.08863019780506497,-0.17531236880747977,-0.267970931135806,-0.3634391068250079,-0.47013753048789486,-0.47328389800343357,-0.42311225913901435,-0.39231071723068367,-0.362014017011046,-0.24738899416770527,-0.12478835875926848,0.0023519744230327934,0.10256049865348887,0.19354202493425557,0.2580278823303594,0.2658174062005045,0.33832768302351535,0.36868228893721455,0.35105439748555434,0.32107049858219705,0.28821090846036684,0.22732883929923794,0.1392059394052452,0.05176534878290896,-0.029882517163094327,-0.11177288747695127,-0.14227232358179856,-0.1560352631508375,-0.13354139709941182,-0.12961607655653615,-0.10353508016404833,-0.06355503788459539,0.06609021154900868,0.15254769857970069,0.1852264392225779,0.2364657555416047,0.3006666030441904,0.30485619457176083,0.2753881121175401,0.1762851478416741,0.1145327634382719,0.06963369793846161,0.00437268190419999,-0.06400519587750268,-0.07441071471973328,-0.13794775155754052,-0.20599733851170587,-0.22050868310113148,-0.2753486352796337,-0.29123907843167346,-0.27878336337949167,-0.23622270970692527,-0.20805103532833333,-0.14600968208029097,-0.03838883131138539,0.04494061514467381,0.09909434636110717,0.07719154578638276,0.10127695304179447,0.13744743136202597,0.05154811246784905,-0.0011551281818008275,-0.09546033026438049,-0.15142176132396118,-0.24282718532791447,-0.31212976399325065,-0.3722374872140859,-0.5012400585728621,-0.5333502553128923,-0.5606879927037399,-0.5189732439076484,-0.46953949583041293,-0.38828363056031073,-0.2993794379620293,-0.10599335665014721,0.06183966462427297,0.27410046157921625,0.463890900597044,0.6369918344230228,0.7129790620549956,0.8684234548921389,0.8698084035736232,0.8473935115524456,0.7576308470011668,0.5304843107854421,0.43535844577014643,0.33819943690709553,0.18677537276264197,-0.028211639051799468,-0.14087563886405727,-0.11437211686369031,-0.18860875669809452,-0.16217625829093305,-0.15051111942386453,-0.07833018234695327,0.01190366202115916,0.06482216211784296,0.1980431778974142,0.2327291266229297,0.33894177247344487,0.3618257465955296,0.46321587471592957,0.5181611403216342,0.35573410557667934,0.3203302587649504,0.16687183192841643,-0.05012253510321698,-0.3536501815056252,-0.5246290793169297,-0.736209595128493,-0.9367741112831488,-1.0907066363096203,-1.0885733451932291,-1.1256705290475344,-1.0734866078785892,-1.0145957566242225,-0.873630053317552,-0.7032034910013596,-0.5484334054633202,-0.2966190121965116,-0.3404476929121221,-0.02628656793816861
htb2mCherry_005,79,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
htb2mCherry_005,80,1,1.0,0.806261599916314,0.6885883149054346,0.5517202418097013,0.3661053877345988,0.21668108872336597,0.05192885750469915,-0.11554277474851841,-0.22019882878373342,-0.32458931468285357,-0.36425520702688635,-0.39295105634225785,-0.36807488566895125,-0.3133871845026511,-0.22954265543186,-0.1275377014416875,-0.026365957617121908,0.06483817846073482,0.1422439515384437,0.22377260398821278,0.21635879802156807,0.17508613263248743,0.17226274104240777,0.09449370355171219,0.015325561694990015,-0.037556047586515394,-0.12637997311480317,-0.17838365846046628,-0.2534904233822904,-0.31292606582280297,-0.35470813652632627,-0.3928430420245214,-0.3783303852961923,-0.3360053481347448,-0.26964617279594105,-0.17625736363790376,-0.10703524920406216,-0.02364154111187672,0.059164189916779235,0.14006631325464505,0.16223947602386335,0.1940077873013868,0.17955773506584297,0.1526139335817004,0.14459441571651088,0.08650537171593504,0.014820112798412423,-0.04613325706186872,-0.10416299859288707,-0.136587979658179,-0.14635933475931254,-0.1370383707151422,-0.07976269651614422,-0.03716302933796904,0.04947059735689223,0.1305370848925736,0.2060076077165981,0.28161661303648783,0.31522755868270963,0.32078130672907684,0.32127764820867155,0.2767620443678605,0.2032630636338364,0.11814751652842703,0.03562363152230533,-0.043226113989778894,-0.10703877921957852,-0.16650165482232143,-0.16790077034166198,-0.1753841764257867,-0.171929045590386,-0.10348392023750703,-0.056905584463211076,0.016615036410320166,0.11028350475102437,0.15671938939626387,0.21588532687575746,0.23150448006995716,0.21900068306918347,0.20790132980084353,0.1476597446685194,0.06606932814718856,-0.02103201513645585,-0.1351982306196196,-0.2206737106704104,-0.3354329064591582,-0.42178374950370773,-0.4221019351756761,-0.4306921410125277,-0.40938078683245144,-0.3579944116097426,-0.30919975075169287,-0.22631563079484324,-0.1150568600370877,-0.0005174417774667255,0.12445782588443037,0.219970742017285,0.27677498124428346,0.3000216867024335,0.29017084497882195,0.2495966291487572,0.1812121588562261,0.10665829678489536,0.025590869902800625,-0.05306057091199199,-0.11336587087083075,-0.13764480643289198,-0.18840627392573794,-0.18633162012582438,-0.16090718639882384,-0.1533976935980395,-0.0973004216750628,-0.029575307059339476,0.03982515960813259,0.14138413895433977,0.23700914033794304,0.2929383124074874,0.3204742374378277,0.331748250106366,0.30562688632129564,0.24265201863890926,0.17840749936216505,0.10567092311995835,0.07738749372077014,0.02645506105902068,-0.0348798728592524,-0.1313634689823097,-0.1856019585758059,-0.19912352269059524,-0.24101556487094247,-0.2325066407252825,-0.18355908231918816,-0.12260563257943234,-0.0328493912573457,0.0560896993354189,0.09823412651191288,0.15085965038791707,0.20521148708123066,0.21730917143885037,0.20491424120188337,0.1806489051046002,0.15079180680739873,0.12880126758312846,0.06007528782414635,-0.05391561487847373,-0.12849633724130505,-0.223702655302858,-0.24105495974120478,-0.25271097065429454,-0.2662438822134574,-0.18752697061098197,-0.14185776226171284,-0.050921000231928075,0.02200397388417781,0.05236456747405743,0.11417424510753997,0.1440845593662152,0.14111974406979233,0.11074609819159549,0.0796238928711656,0.030183879232484223,-0.057653640999587405,-0.1246907226621241,-0.17531327991196174,-0.21434054698977842,-0.2639745284674192,-0.2986912586465367,-0.26469347698726237,-0.2563427107808088,-0.2208070792602533,-0.13602858946476162,-0.08561662603222366,-0.011560560983757032,0.03883253597164717,0.07856236935325192,0.15382598364790795,0.20102324740496494,0.2618200851959221,0.2803677980431547,0.313550951108131,0.2887754645345506,0.24313644457942715,0.23444933397032397,0.18783345095928117,0.15155660754919922,0.07956103258111359,0.0148678782594227,-0.03368167845743905,-0.13597731954229886,-0.13448487295427378,-0.14580373838647806,-0.1420924436835844,-0.11763796363669245,-0.08399383037104463,-0.01393768431469019,0.02800605321167653,0.0381079583655303,0.09024402635341507,0.12613880299699687,0.19164877754962034,0.16744332199308323,0.14169427968367418,0.13973818305518265,0.1266820963217672,0.08389899031780186,0.07609069949352816,0.046446810412344296,-0.0007664195426760839,-0.05831589631522502,-0.07697279728965867,-0.17457449644468148,-0.15045426239873835,-0.15832791085918807,-0.18466272514793242,-0.1862201901776298,-0.262030668997233,-0.2649310909694466,-0.23848946467919388,-0.26075072257074233,-0.19021816491229718,-0.21031546998093872,-0.13156809303257277,-0.11593600501144308,-0.05321963850391652,0.03814997462620191,0.10949884969997004,0.1053718763010345,0.12727858397619973,0.14782563419466152,0.19235846493724695,0.13950038231337175,0.19260297285054775,0.12831674052767003,0.03407726728512931,-0.017627438290417345,-0.15693051402457894,-0.1804987274389008,-0.2214894451414555,-0.241357348768321,-0.15096407187980448,-0.1418148503710817,-0.11384973815415221,-0.016398045294897114,0.017312670847517246,0.20380685348580435,0.2265370502326407,0.37764192477047476,0.5981174046510439,0.7693143570286028,0.900736102276299,1.0442489152388095,1.145767947569297,1.1823355660126174,1.1014976445255167,0.9811653721948586,0.8200443225152756,0.6363356927900168,0.4363522678743689,0.22911275029614916,0.03694587419604818,-0.2507502871872296,-0.5539247971607167,-0.8337060216615556,-1.117894528115717,-1.3470230264222864,-1.5816252385574177,-1.6519274625156768,-1.6422843820383497,-1.755778932963364,-1.70383788634211,-1.5681510074317342,-1.5063879537109408,-1.3825614173825955,-1.269112388657767,-1.148320167802048,-0.8881058740169357,-0.7469887594354588,-0.676361028511671,-0.39008715924467674,-0.22395323197208894,-0.28146135012350965,-0.1864505485716194,-0.048035755080995134
htb2mCherry_005,82,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
